Date,Hour,Street,Average
20/4/2017,12,Bourke Street Mall (North),3570
20/4/2017,13,Bourke Street Mall (North),3870
20/4/2017,14,Bourke Street Mall (North),3192
20/4/2017,15,Bourke Street Mall (North),3012
20/4/2017,16,Spencer St-Collins St (North),3380
20/4/2017,17,Flinders St Station Underpass,4989
20/4/2017,18,Southbank,3788
20/4/2017,19,Melbourne Central,2494
20/4/2017,20,Melbourne Central,2153
20/4/2017,21,Vic Arts Centre,2087
21/4/2017,10,Spencer St-Collins St (North),1686
21/4/2017,11,Bourke Street Mall (North),2230
21/4/2017,12,Bourke Street Mall (North),3224
21/4/2017,13,Bourke Street Mall (North),3523
21/4/2017,14,Bourke Street Mall (North),3218
21/4/2017,15,Bourke Street Mall (North),3027
21/4/2017,16,Spencer St-Collins St (North),3583
21/4/2017,17,Flinders St Station Underpass,4430
21/4/2017,18,Princes Bridge,3215
21/4/2017,19,Vic Arts Centre,2832
21/4/2017,20,Melbourne Central,2485
21/4/2017,21,Vic Arts Centre,2830
22/4/2017,10,Southbank,1676
22/4/2017,11,Bourke Street Mall (North),2448
22/4/2017,12,Bourke Street Mall (North),3170
22/4/2017,13,Bourke Street Mall (North),3644
22/4/2017,14,Bourke Street Mall (North),3888
22/4/2017,15,Bourke Street Mall (North),3929
22/4/2017,16,Bourke Street Mall (North),3950
22/4/2017,17,Southbank,3795
22/4/2017,18,Southbank,3799
22/4/2017,19,Southbank,3826
22/4/2017,20,Southbank,3867
22/4/2017,21,Southbank,3010
23/4/2017,10,Southbank,2107
23/4/2017,11,Southbank,2721
23/4/2017,12,Southbank,3398
23/4/2017,13,Southbank,3483
23/4/2017,14,Southbank,3683
23/4/2017,15,Southbank,4123
23/4/2017,16,Southbank,3559
23/4/2017,17,Southbank,3354
23/4/2017,18,Southbank,2997
23/4/2017,19,Southbank,2990
23/4/2017,20,Southbank,2503
23/4/2017,21,Southbank,1965
24/4/2017,10,Flinders St-Elizabeth St (East),1873
24/4/2017,11,Bourke Street Mall (North),2602
24/4/2017,12,Bourke Street Mall (North),3932
24/4/2017,13,Bourke Street Mall (North),4006
24/4/2017,14,Bourke Street Mall (North),3462
24/4/2017,15,Bourke Street Mall (North),3468
24/4/2017,16,Spencer St-Collins St (North),3275
24/4/2017,17,Flinders St Station Underpass,4528
24/4/2017,18,Birrarung Marr,3612
24/4/2017,19,Melbourne Central,2166
24/4/2017,20,Melbourne Central,2124
24/4/2017,21,Melbourne Central,2002
25/4/2017,10,Princes Bridge,4719
25/4/2017,11,Princes Bridge,5588
25/4/2017,12,Princes Bridge,4272
25/4/2017,13,Birrarung Marr,3948
25/4/2017,14,Birrarung Marr,3811
25/4/2017,15,Bourke Street Mall (North),2738
25/4/2017,16,Bourke Street Mall (North),2634
25/4/2017,17,Bourke Street Mall (North),2319
25/4/2017,18,Birrarung Marr,7777
25/4/2017,19,Southbank,2237
25/4/2017,20,Melbourne Central,1690
25/4/2017,21,Southbank,1397
26/4/2017,10,Spencer St-Collins St (North),1708
26/4/2017,11,Bourke Street Mall (North),1994
26/4/2017,12,Bourke Street Mall (North),3054
26/4/2017,13,Bourke Street Mall (North),3190
26/4/2017,14,Bourke Street Mall (North),2685
26/4/2017,15,Bourke Street Mall (North),2680
26/4/2017,16,Spencer St-Collins St (North),3415
26/4/2017,17,Flinders St Station Underpass,5243
26/4/2017,18,Flinders St-Elizabeth St (East),2895
26/4/2017,19,Flinders St-Elizabeth St (East),1813
26/4/2017,20,Melbourne Central,1501
26/4/2017,21,Melbourne Central,1135
27/4/2017,10,Spencer St-Collins St (North),1740
27/4/2017,11,Bourke Street Mall (North),2020
27/4/2017,12,Bourke Street Mall (North),3126
27/4/2017,13,Bourke Street Mall (North),3500
27/4/2017,14,Bourke Street Mall (North),2900
27/4/2017,15,Bourke Street Mall (North),2724
27/4/2017,16,Spencer St-Collins St (North),3713
27/4/2017,17,Spencer St-Collins St (North),4772
27/4/2017,18,Flinders St-Elizabeth St (East),2995
27/4/2017,19,Melbourne Central,2165
27/4/2017,20,Melbourne Central,1801
27/4/2017,21,Melbourne Central,1550
28/4/2017,10,Spencer St-Collins St (North),1727
28/4/2017,11,Bourke Street Mall (North),2239
28/4/2017,12,Bourke Street Mall (North),3490
28/4/2017,13,Bourke Street Mall (North),3864
28/4/2017,14,Bourke Street Mall (North),3170
28/4/2017,15,Bourke Street Mall (North),3236
28/4/2017,16,Spencer St-Collins St (North),3544
28/4/2017,17,Flinders St Station Underpass,5148
28/4/2017,18,Southbank,3681
28/4/2017,19,Southbank,3062
28/4/2017,20,Melbourne Central,2571
28/4/2017,21,Melbourne Central,2531
29/4/2017,10,Flinders St-Elizabeth St (East),1513
29/4/2017,11,Bourke Street Mall (North),2422
29/4/2017,12,Bourke Street Mall (North),3170
29/4/2017,13,Bourke Street Mall (North),3535
29/4/2017,14,Bourke Street Mall (North),3767
29/4/2017,15,Bourke Street Mall (North),3746
29/4/2017,16,Bourke Street Mall (North),3827
29/4/2017,17,Southbank,3594
29/4/2017,18,Southbank,3466
29/4/2017,19,Southbank,3207
29/4/2017,20,Southbank,2764
29/4/2017,21,Southbank,2431
30/4/2017,10,Southbank,1521
30/4/2017,11,Southbank,2164
30/4/2017,12,Bourke Street Mall (North),2659
30/4/2017,13,Bourke Street Mall (North),3090
30/4/2017,14,Southbank,3389
30/4/2017,15,Bourke Street Mall (North),3263
30/4/2017,16,Bourke Street Mall (North),3252
30/4/2017,17,Bourke Street Mall (North),2569
30/4/2017,18,Birrarung Marr,3738
30/4/2017,19,Melbourne Central,2376
30/4/2017,20,Melbourne Central,1751
30/4/2017,21,Melbourne Central,1141
1/5/2017,10,Flinders St-Elizabeth St (East),1678
1/5/2017,11,Bourke Street Mall (North),1996
1/5/2017,12,Bourke Street Mall (North),3248
1/5/2017,13,Bourke Street Mall (North),3545
1/5/2017,14,Bourke Street Mall (North),2999
1/5/2017,15,Bourke Street Mall (North),2663
1/5/2017,16,Spencer St-Collins St (North),3508
1/5/2017,17,Flinders St Station Underpass,4883
1/5/2017,18,Spencer St-Collins St (North),2897
1/5/2017,19,Melbourne Central,1827
1/5/2017,20,Melbourne Central,1543
1/5/2017,21,Flinders St-Elizabeth St (East),995
2/5/2017,10,Spencer St-Collins St (North),1720
2/5/2017,11,Bourke Street Mall (North),1936
2/5/2017,12,Bourke Street Mall (North),3338
2/5/2017,13,Bourke Street Mall (North),3563
2/5/2017,14,Bourke Street Mall (North),2813
2/5/2017,15,Bourke Street Mall (North),2652
2/5/2017,16,Spencer St-Collins St (North),3763
2/5/2017,17,Spencer St-Collins St (North),5197
2/5/2017,18,Flinders St-Elizabeth St (East),2972
2/5/2017,19,Flinders St-Elizabeth St (East),2009
2/5/2017,20,Melbourne Central,1761
2/5/2017,21,Flinders St-Elizabeth St (East),1251
3/5/2017,10,Flinders St-Elizabeth St (East),1791
3/5/2017,11,Bourke Street Mall (North),2062
3/5/2017,12,Bourke Street Mall (North),3448
3/5/2017,13,Bourke Street Mall (North),3781
3/5/2017,14,Bourke Street Mall (North),2914
3/5/2017,15,Bourke Street Mall (North),2924
3/5/2017,16,Spencer St-Collins St (North),3551
3/5/2017,17,Spencer St-Collins St (North),4892
3/5/2017,18,Flinders St-Elizabeth St (East),3129
3/5/2017,19,Melbourne Central,2427
3/5/2017,20,Melbourne Central,1982
3/5/2017,21,Flinders St-Elizabeth St (East),1494
4/5/2017,10,Flinders St-Elizabeth St (East),1728
4/5/2017,11,Bourke Street Mall (North),2194
4/5/2017,12,Southbank,3545
4/5/2017,13,Bourke Street Mall (North),3716
4/5/2017,14,Bourke Street Mall (North),3189
4/5/2017,15,Bourke Street Mall (North),2940
4/5/2017,16,Spencer St-Collins St (North),3606
4/5/2017,17,Flinders St Station Underpass,4971
4/5/2017,18,Flinders St-Elizabeth St (East),3304
4/5/2017,19,Vic Arts Centre,2785
4/5/2017,20,Melbourne Central,1937
4/5/2017,21,Melbourne Central,1705
5/5/2017,10,Southbank,1736
5/5/2017,11,Bourke Street Mall (North),2289
5/5/2017,12,Southbank,3835
5/5/2017,13,Bourke Street Mall (North),4140
5/5/2017,14,Bourke Street Mall (North),3335
5/5/2017,15,Bourke Street Mall (North),3481
5/5/2017,16,Spencer St-Collins St (North),3689
5/5/2017,17,Flinders St Station Underpass,4841
5/5/2017,18,Southbank,3876
5/5/2017,19,Melbourne Central,3230
5/5/2017,20,Melbourne Central,2905
5/5/2017,21,Melbourne Central,2797
6/5/2017,10,Bourke Street Mall (North),1863
6/5/2017,11,Bourke Street Mall (North),2809
6/5/2017,12,Bourke Street Mall (North),3311
6/5/2017,13,Bourke Street Mall (North),3742
6/5/2017,14,Bourke Street Mall (North),3538
6/5/2017,15,Bourke Street Mall (North),3815
6/5/2017,16,Bourke Street Mall (North),3699
6/5/2017,17,Birrarung Marr,4467
6/5/2017,18,Southbank,2841
6/5/2017,19,Melbourne Central,2608
6/5/2017,20,Melbourne Central,2148
6/5/2017,21,Melbourne Central,1859
7/5/2017,10,Southbank,2261
7/5/2017,11,Vic Arts Centre,2305
7/5/2017,12,Bourke Street Mall (North),2912
7/5/2017,13,Princes Bridge,3309
7/5/2017,14,Bourke Street Mall (North),3720
7/5/2017,15,Bourke Street Mall (North),3570
7/5/2017,16,Bourke Street Mall (North),3135
7/5/2017,17,Bourke Street Mall (North),2827
7/5/2017,18,Southbank,2340
7/5/2017,19,Melbourne Central,1972
7/5/2017,20,Melbourne Central,1589
7/5/2017,21,Melbourne Central,1128
8/5/2017,10,Spencer St-Collins St (North),1632
8/5/2017,11,Bourke Street Mall (North),1947
8/5/2017,12,Bourke Street Mall (North),3139
8/5/2017,13,Bourke Street Mall (North),3435
8/5/2017,14,Bourke Street Mall (North),2699
8/5/2017,15,Bourke Street Mall (North),2557
8/5/2017,16,Spencer St-Collins St (North),3556
8/5/2017,17,Spencer St-Collins St (North),5075
8/5/2017,18,Flinders St-Elizabeth St (East),3059
8/5/2017,19,Melbourne Central,1991
8/5/2017,20,Melbourne Central,1586
8/5/2017,21,Flinders St-Elizabeth St (East),1116
9/5/2017,10,Princes Bridge,2201
9/5/2017,11,Bourke Street Mall (North),1909
9/5/2017,12,Bourke Street Mall (North),3331
9/5/2017,13,Bourke Street Mall (North),3672
9/5/2017,14,Bourke Street Mall (North),2827
9/5/2017,15,Bourke Street Mall (North),2801
9/5/2017,16,Spencer St-Collins St (North),3539
9/5/2017,17,Flinders St Station Underpass,4952
9/5/2017,18,Flinders St-Elizabeth St (East),3098
9/5/2017,19,Melbourne Central,2246
9/5/2017,20,Melbourne Central,1852
9/5/2017,21,Melbourne Central,1345
10/5/2017,10,Spencer St-Collins St (North),1855
10/5/2017,11,Bourke Street Mall (North),2034
10/5/2017,12,Bourke Street Mall (North),3667
10/5/2017,13,Bourke Street Mall (North),3832
10/5/2017,14,Bourke Street Mall (North),2978
10/5/2017,15,Bourke Street Mall (North),2941
10/5/2017,16,Spencer St-Collins St (North),3539
10/5/2017,17,Flinders St Station Underpass,5054
10/5/2017,18,Southbank,3103
10/5/2017,19,Melbourne Central,2349
10/5/2017,20,Melbourne Central,1870
10/5/2017,21,Melbourne Central,1559
11/5/2017,10,Spencer St-Collins St (North),1673
11/5/2017,11,Bourke Street Mall (North),2080
11/5/2017,12,Bourke Street Mall (North),3392
11/5/2017,13,Bourke Street Mall (North),3681
11/5/2017,14,Bourke Street Mall (North),3085
11/5/2017,15,Bourke Street Mall (North),2919
11/5/2017,16,Spencer St-Collins St (North),3554
11/5/2017,17,Flinders St Station Underpass,5022
11/5/2017,18,Flinders St-Elizabeth St (East),3117
11/5/2017,19,Melbourne Central,2298
11/5/2017,20,Melbourne Central,2115
11/5/2017,21,Melbourne Central,1757
12/5/2017,10,Flinders St-Elizabeth St (East),1738
12/5/2017,11,Bourke Street Mall (North),2314
12/5/2017,12,Bourke Street Mall (North),3723
12/5/2017,13,Bourke Street Mall (North),4102
12/5/2017,14,Bourke Street Mall (North),3375
12/5/2017,15,Bourke Street Mall (North),3436
12/5/2017,16,Spencer St-Collins St (North),3634
12/5/2017,17,Flinders St Station Underpass,4846
12/5/2017,18,Southbank,3765
12/5/2017,19,Melbourne Central,2984
12/5/2017,20,Melbourne Central,2726
12/5/2017,21,Melbourne Central,2535
13/5/2017,10,Bourke Street Mall (North),1846
13/5/2017,11,Bourke Street Mall (North),2717
13/5/2017,12,Bourke Street Mall (North),3532
13/5/2017,13,Bourke Street Mall (North),3789
13/5/2017,14,Bourke Street Mall (North),4116
13/5/2017,15,Bourke Street Mall (North),4471
13/5/2017,16,Bourke Street Mall (North),4158
13/5/2017,17,Southbank,3765
13/5/2017,18,Southbank,3892
13/5/2017,19,Southbank,3069
13/5/2017,20,Southbank,2702
13/5/2017,21,Southbank,2348
14/5/2017,10,St-Kilda-Alexandra Gardens,3110
14/5/2017,11,Princes Bridge,3731
14/5/2017,12,Southbank,3772
14/5/2017,13,Princes Bridge,3537
14/5/2017,14,Southbank,3596
14/5/2017,15,Southbank,3671
14/5/2017,16,Southbank,3605
14/5/2017,17,Southbank,2648
14/5/2017,18,Southbank,2196
14/5/2017,19,Melbourne Central,1963
14/5/2017,20,Melbourne Central,1510
14/5/2017,21,Melbourne Central,1063
15/5/2017,10,Spencer St-Collins St (North),1596
15/5/2017,11,Vic Arts Centre,1805
15/5/2017,12,Bourke Street Mall (North),3175
15/5/2017,13,Bourke Street Mall (North),3517
15/5/2017,14,Bourke Street Mall (North),2785
15/5/2017,15,Bourke Street Mall (North),2784
15/5/2017,16,Spencer St-Collins St (North),3427
15/5/2017,17,Flinders St Station Underpass,4860
15/5/2017,18,Flinders St-Elizabeth St (East),3061
15/5/2017,19,Melbourne Central,2069
15/5/2017,20,Melbourne Central,1596
15/5/2017,21,Flinders St-Elizabeth St (East),1313
16/5/2017,10,Vic Arts Centre,1919
16/5/2017,11,Vic Arts Centre,2503
16/5/2017,12,Southbank,3233
16/5/2017,13,Bourke Street Mall (North),3596
16/5/2017,14,Bourke Street Mall (North),2748
16/5/2017,15,Bourke Street Mall (North),2572
16/5/2017,16,Spencer St-Collins St (North),3592
16/5/2017,17,Flinders St Station Underpass,4926
16/5/2017,18,Flinders St-Elizabeth St (East),3015
16/5/2017,19,Melbourne Central,2051
16/5/2017,20,Melbourne Central,1916
16/5/2017,21,Melbourne Central,1320
17/5/2017,10,Vic Arts Centre,3647
17/5/2017,11,Vic Arts Centre,3845
17/5/2017,12,Vic Arts Centre,4830
17/5/2017,13,Bourke Street Mall (North),3511
17/5/2017,14,Bourke Street Mall (North),2995
17/5/2017,15,Bourke Street Mall (North),3027
17/5/2017,16,Spencer St-Collins St (North),3599
17/5/2017,17,Flinders St Station Underpass,5037
17/5/2017,18,Bourke Street Mall (North),2890
17/5/2017,19,Melbourne Central,2080
17/5/2017,20,Melbourne Central,1751
17/5/2017,21,Melbourne Central,1476
18/5/2017,10,Flinders St-Elizabeth St (East),1713
18/5/2017,11,Bourke Street Mall (North),2047
18/5/2017,12,Bourke Street Mall (North),3256
18/5/2017,13,Bourke Street Mall (North),3773
18/5/2017,14,Bourke Street Mall (North),3007
18/5/2017,15,Bourke Street Mall (North),3013
18/5/2017,16,Spencer St-Collins St (North),3571
18/5/2017,17,Spencer St-Collins St (North),4907
18/5/2017,18,Southbank,3171
18/5/2017,19,Melbourne Central,2306
18/5/2017,20,Melbourne Central,1977
18/5/2017,21,Melbourne Central,1655
19/5/2017,10,Princes Bridge,1890
19/5/2017,11,Princes Bridge,2263
19/5/2017,12,Southbank,3487
19/5/2017,13,Bourke Street Mall (North),3720
19/5/2017,14,Bourke Street Mall (North),3040
19/5/2017,15,Bourke Street Mall (North),3132
19/5/2017,16,Spencer St-Collins St (North),3356
19/5/2017,17,Flinders St Station Underpass,4697
19/5/2017,18,Southbank,3426
19/5/2017,19,Melbourne Central,2721
19/5/2017,20,Melbourne Central,2586
19/5/2017,21,Melbourne Central,2515
20/5/2017,10,Vic Arts Centre,1967
20/5/2017,11,Vic Arts Centre,2669
20/5/2017,12,Vic Arts Centre,3717
20/5/2017,13,Bourke Street Mall (North),3630
20/5/2017,14,Bourke Street Mall (North),4060
20/5/2017,15,Bourke Street Mall (North),4127
20/5/2017,16,Bourke Street Mall (North),4187
20/5/2017,17,Southbank,3948
20/5/2017,18,Southbank,4067
20/5/2017,19,Southbank,3222
20/5/2017,20,Southbank,2928
20/5/2017,21,Southbank,2489
21/5/2017,10,Vic Arts Centre,1755
21/5/2017,11,Vic Arts Centre,2331
21/5/2017,12,Bourke Street Mall (North),2910
21/5/2017,13,Bourke Street Mall (North),3150
21/5/2017,14,Bourke Street Mall (North),3375
21/5/2017,15,Bourke Street Mall (North),3409
21/5/2017,16,Bourke Street Mall (North),3346
21/5/2017,17,Southbank,2773
21/5/2017,18,Southbank,2503
21/5/2017,19,Melbourne Central,2046
21/5/2017,20,Melbourne Central,1744
21/5/2017,21,Southbank,1083
22/5/2017,10,Spencer St-Collins St (North),1714
22/5/2017,11,Bourke Street Mall (North),2082
22/5/2017,12,Bourke Street Mall (North),3466
22/5/2017,13,Bourke Street Mall (North),3714
22/5/2017,14,Bourke Street Mall (North),2953
22/5/2017,15,Bourke Street Mall (North),2780
22/5/2017,16,Spencer St-Collins St (North),3300
22/5/2017,17,Flinders St Station Underpass,4834
22/5/2017,18,Southbank,2955
22/5/2017,19,Flinders St-Elizabeth St (East),1938
22/5/2017,20,Melbourne Central,1647
22/5/2017,21,Southbank,1204
23/5/2017,10,Spencer St-Collins St (North),1634
23/5/2017,11,Flinders St-Elizabeth St (East),1760
23/5/2017,12,Bourke Street Mall (North),3053
23/5/2017,13,Bourke Street Mall (North),3319
23/5/2017,14,Bourke Street Mall (North),2661
23/5/2017,15,Bourke Street Mall (North),2725
23/5/2017,16,Spencer St-Collins St (North),3627
23/5/2017,17,Spencer St-Collins St (North),4900
23/5/2017,18,Flinders St-Elizabeth St (East),3075
23/5/2017,19,Melbourne Central,2034
23/5/2017,20,Melbourne Central,1830
23/5/2017,21,Flinders St-Elizabeth St (East),1297
24/5/2017,10,Spencer St-Collins St (North),1835
24/5/2017,11,Bourke Street Mall (North),1922
24/5/2017,12,Southbank,3199
24/5/2017,13,Bourke Street Mall (North),3405
24/5/2017,14,Bourke Street Mall (North),2693
24/5/2017,15,Bourke Street Mall (North),2816
24/5/2017,16,Spencer St-Collins St (North),3672
24/5/2017,17,Flinders St Station Underpass,5134
24/5/2017,18,Flinders St Station Underpass,3045
24/5/2017,19,Melbourne Central,2197
24/5/2017,20,Melbourne Central,1888
24/5/2017,21,Melbourne Central,1467
25/5/2017,10,Spencer St-Collins St (North),1640
25/5/2017,11,Flinders St-Elizabeth St (East),1721
25/5/2017,12,Southbank,3292
25/5/2017,13,Bourke Street Mall (North),3388
25/5/2017,14,Bourke Street Mall (North),2725
25/5/2017,15,Bourke Street Mall (North),2777
25/5/2017,16,Spencer St-Collins St (North),3547
25/5/2017,17,Spencer St-Collins St (North),4866
25/5/2017,18,Southbank,3048
25/5/2017,19,Melbourne Central,2118
25/5/2017,20,Melbourne Central,1944
25/5/2017,21,Melbourne Central,1687
26/5/2017,10,Spencer St-Collins St (North),1820
26/5/2017,11,Bourke Street Mall (North),2093
26/5/2017,12,Bourke Street Mall (North),3653
26/5/2017,13,Bourke Street Mall (North),3913
26/5/2017,14,Bourke Street Mall (North),3149
26/5/2017,15,Bourke Street Mall (North),3124
26/5/2017,16,Spencer St-Collins St (North),3568
26/5/2017,17,Flinders St Station Underpass,4982
26/5/2017,18,Southbank,3839
26/5/2017,19,Southbank,3310
26/5/2017,20,Southbank,2592
26/5/2017,21,Melbourne Central,2665
27/5/2017,10,Vic Arts Centre,1704
27/5/2017,11,Vic Arts Centre,2649
27/5/2017,12,Vic Arts Centre,3381
27/5/2017,13,Vic Arts Centre,3756
27/5/2017,14,Bourke Street Mall (North),3714
27/5/2017,15,Bourke Street Mall (North),4032
27/5/2017,16,Bourke Street Mall (North),3853
27/5/2017,17,Southbank,3500
27/5/2017,18,Birrarung Marr,4161
27/5/2017,19,Southbank,2731
27/5/2017,20,Southbank,2417
27/5/2017,21,Southbank,1978
28/5/2017,10,Vic Arts Centre,1802
28/5/2017,11,Vic Arts Centre,2463
28/5/2017,12,Vic Arts Centre,2763
28/5/2017,13,Vic Arts Centre,2935
28/5/2017,14,Bourke Street Mall (North),2836
28/5/2017,15,Bourke Street Mall (North),3009
28/5/2017,16,Bourke Street Mall (North),2610
28/5/2017,17,Bourke Street Mall (North),2141
28/5/2017,18,Melbourne Central,1813
28/5/2017,19,Melbourne Central,1786
28/5/2017,20,Melbourne Central,1555
28/5/2017,21,Melbourne Central,1058
29/5/2017,10,Spencer St-Collins St (North),1652
29/5/2017,11,Bourke Street Mall (North),1982
29/5/2017,12,Bourke Street Mall (North),3208
29/5/2017,13,Bourke Street Mall (North),3532
29/5/2017,14,Bourke Street Mall (North),2688
29/5/2017,15,Bourke Street Mall (North),2738
29/5/2017,16,Spencer St-Collins St (North),3648
29/5/2017,17,Flinders St Station Underpass,4769
29/5/2017,18,Spencer St-Collins St (North),2831
29/5/2017,19,Melbourne Central,1965
29/5/2017,20,Melbourne Central,1567
29/5/2017,21,Flinders St-Elizabeth St (East),1196
30/5/2017,10,Spencer St-Collins St (North),1673
30/5/2017,11,Bourke Street Mall (North),1791
30/5/2017,12,Southbank,2955
30/5/2017,13,Bourke Street Mall (North),3242
30/5/2017,14,Bourke Street Mall (North),2585
30/5/2017,15,Bourke Street Mall (North),2452
30/5/2017,16,Spencer St-Collins St (North),3613
30/5/2017,17,Spencer St-Collins St (North),4831
30/5/2017,18,Spencer St-Collins St (North),2778
30/5/2017,19,Flinders St-Elizabeth St (East),1802
30/5/2017,20,Melbourne Central,1533
30/5/2017,21,Melbourne Central,1131
31/5/2017,10,Spencer St-Collins St (North),1754
31/5/2017,11,Bourke Street Mall (North),1896
31/5/2017,12,Bourke Street Mall (North),3553
31/5/2017,13,Bourke Street Mall (North),3448
31/5/2017,14,Bourke Street Mall (North),2924
31/5/2017,15,Bourke Street Mall (North),2621
31/5/2017,16,Spencer St-Collins St (North),3612
31/5/2017,17,Spencer St-Collins St (North),4613
31/5/2017,18,Flinders St-Elizabeth St (East),2908
31/5/2017,19,Melbourne Central,2084
31/5/2017,20,Melbourne Central,1618
31/5/2017,21,Melbourne Central,1366
1/6/2017,10,Spencer St-Collins St (North),1681
1/6/2017,11,Bourke Street Mall (North),1740
1/6/2017,12,Bourke Street Mall (North),3138
1/6/2017,13,Bourke Street Mall (North),3462
1/6/2017,14,Bourke Street Mall (North),2717
1/6/2017,15,Town Hall (West),2936
1/6/2017,16,Spencer St-Collins St (North),3526
1/6/2017,17,Flinders St Station Underpass,4989
1/6/2017,18,Flinders St Station Underpass,2891
1/6/2017,19,Melbourne Central,2024
1/6/2017,20,Melbourne Central,1782
1/6/2017,21,Melbourne Central,1553
2/6/2017,10,Spencer St-Collins St (North),1736
2/6/2017,11,Bourke Street Mall (North),2130
2/6/2017,12,Bourke Street Mall (North),3351
2/6/2017,13,Bourke Street Mall (North),3663
2/6/2017,14,Town Hall (West),3093
2/6/2017,15,Bourke Street Mall (North),2947
2/6/2017,16,Spencer St-Collins St (North),3640
2/6/2017,17,Flinders St Station Underpass,4496
2/6/2017,18,Bourke Street Mall (North),3461
2/6/2017,19,Town Hall (West),2780
2/6/2017,20,Southbank,2385
2/6/2017,21,Melbourne Central,2396
3/6/2017,10,Southbank,1663
3/6/2017,11,Southbank,2753
3/6/2017,12,Vic Arts Centre,3080
3/6/2017,13,Vic Arts Centre,3751
3/6/2017,14,Bourke Street Mall (North),3922
3/6/2017,15,Bourke Street Mall (North),4015
3/6/2017,16,Bourke Street Mall (North),4029
3/6/2017,17,Southbank,3340
3/6/2017,18,Southbank,3076
3/6/2017,19,Southbank,2692
3/6/2017,20,Southbank,2420
3/6/2017,21,Melbourne Central,1965
4/6/2017,10,Vic Arts Centre,2051
4/6/2017,11,Vic Arts Centre,2582
4/6/2017,12,Vic Arts Centre,2875
4/6/2017,13,Bourke Street Mall (North),3188
4/6/2017,14,Southbank,3602
4/6/2017,15,Bourke Street Mall (North),3554
4/6/2017,16,Bourke Street Mall (North),3168
4/6/2017,17,Southbank,2534
4/6/2017,18,Melbourne Central,2016
4/6/2017,19,Melbourne Central,1851
4/6/2017,20,Melbourne Central,1388
4/6/2017,21,Melbourne Central,1079
5/6/2017,10,Princes Bridge,2311
5/6/2017,11,Town Hall (West),2032
5/6/2017,12,Southbank,3194
5/6/2017,13,Bourke Street Mall (North),3398
5/6/2017,14,Town Hall (West),2785
5/6/2017,15,Bourke Street Mall (North),2669
5/6/2017,16,Spencer St-Collins St (North),3606
5/6/2017,17,Spencer St-Collins St (North),4864
5/6/2017,18,Spencer St-Collins St (North),2785
5/6/2017,19,Melbourne Central,1726
5/6/2017,20,Melbourne Central,1422
5/6/2017,21,Melbourne Central,1109
6/6/2017,10,Spencer St-Collins St (North),1521
6/6/2017,11,Bourke Street Mall (North),1756
6/6/2017,12,Bourke Street Mall (North),3065
6/6/2017,13,Bourke Street Mall (North),3339
6/6/2017,14,Bourke Street Mall (North),2619
6/6/2017,15,Town Hall (West),2544
6/6/2017,16,Spencer St-Collins St (North),3719
6/6/2017,17,Flinders St Station Underpass,4904
6/6/2017,18,Vic Arts Centre,3357
6/6/2017,19,Melbourne Central,2043
6/6/2017,20,Melbourne Central,1594
6/6/2017,21,Melbourne Central,1308
7/6/2017,10,Spencer St-Collins St (North),1711
7/6/2017,11,Princes Bridge,2196
7/6/2017,12,Southbank,3515
7/6/2017,13,Bourke Street Mall (North),3592
7/6/2017,14,Bourke Street Mall (North),2819
7/6/2017,15,Town Hall (West),2766
7/6/2017,16,Spencer St-Collins St (North),3538
7/6/2017,17,Spencer St-Collins St (North),4669
7/6/2017,18,Spencer St-Collins St (North),2852
7/6/2017,19,Melbourne Central,2247
7/6/2017,20,Melbourne Central,1863
7/6/2017,21,Melbourne Central,1488
8/6/2017,10,Spencer St-Collins St (North),1726
8/6/2017,11,Bourke Street Mall (North),2042
8/6/2017,12,Bourke Street Mall (North),3522
8/6/2017,13,Bourke Street Mall (North),3581
8/6/2017,14,Bourke Street Mall (North),3283
8/6/2017,15,Town Hall (West),2831
8/6/2017,16,Spencer St-Collins St (North),3826
8/6/2017,17,Spencer St-Collins St (North),4554
8/6/2017,18,Spencer St-Collins St (North),2967
8/6/2017,19,Melbourne Central,1964
8/6/2017,20,Melbourne Central,1731
8/6/2017,21,Melbourne Central,1645
9/6/2017,10,Southbank,1934
9/6/2017,11,Bourke Street Mall (North),2533
9/6/2017,12,Southbank,4064
9/6/2017,13,Bourke Street Mall (North),4203
9/6/2017,14,Bourke Street Mall (North),3753
9/6/2017,15,Bourke Street Mall (North),3594
9/6/2017,16,Spencer St-Collins St (North),3748
9/6/2017,17,Southbank,5147
9/6/2017,18,Birrarung Marr,6063
9/6/2017,19,Birrarung Marr,4555
9/6/2017,20,Melbourne Central,2374
9/6/2017,21,Melbourne Central,2444
10/6/2017,10,Southbank,2051
10/6/2017,11,Bourke Street Mall (North),2741
10/6/2017,12,Southbank,3644
10/6/2017,13,Bourke Street Mall (North),4034
10/6/2017,14,Bourke Street Mall (North),4133
10/6/2017,15,Bourke Street Mall (North),4202
10/6/2017,16,Southbank,4534
10/6/2017,17,Southbank,4239
10/6/2017,18,Southbank,3902
10/6/2017,19,Southbank,3256
10/6/2017,20,Southbank,2894
10/6/2017,21,Southbank,2487
11/6/2017,10,Vic Arts Centre,2508
11/6/2017,11,Vic Arts Centre,3008
11/6/2017,12,Southbank,3460
11/6/2017,13,Bourke Street Mall (North),4009
11/6/2017,14,Southbank,4170
11/6/2017,15,Bourke Street Mall (North),4123
