Date,Hour,Street,Average
26/9/2017,20,Melbourne Central,2357
26/9/2017,21,Melbourne Central,1627
27/9/2017,10,Vic Arts Centre,1943
27/9/2017,11,Town Hall (West),2510
27/9/2017,12,Bourke Street Mall (North),3665
27/9/2017,13,Town Hall (West),4102
27/9/2017,14,Town Hall (West),3598
27/9/2017,15,Town Hall (West),3478
27/9/2017,16,Spencer St-Collins St (North),3563
27/9/2017,17,Flinders St Station Underpass,5077
27/9/2017,18,Southbank,3966
27/9/2017,19,Melbourne Central,2777
27/9/2017,20,Melbourne Central,2409
27/9/2017,21,Melbourne Central,1797
28/9/2017,10,Spencer St-Collins St (North),1931
28/9/2017,11,Town Hall (West),2341
28/9/2017,12,Bourke Street Mall (North),3579
28/9/2017,13,Town Hall (West),3912
28/9/2017,14,Town Hall (West),3599
28/9/2017,15,Bourke Street Mall (North),3337
28/9/2017,16,Spencer St-Collins St (North),3685
28/9/2017,17,Flinders St Station Underpass,4622
28/9/2017,18,Southbank,4031
28/9/2017,19,Southbank,3042
28/9/2017,20,Melbourne Central,2537
28/9/2017,21,Melbourne Central,2324
29/9/2017,10,Southbank,2577
29/9/2017,11,Southbank,3182
29/9/2017,12,Southbank,3468
29/9/2017,13,Southbank,5105
29/9/2017,14,Southbank,4129
29/9/2017,15,Southbank,3999
29/9/2017,16,Southbank,3548
29/9/2017,17,Southbank,3329
29/9/2017,18,Southbank,2964
29/9/2017,19,Southbank,2991
29/9/2017,20,Melbourne Central,2667
29/9/2017,21,Melbourne Central,2255
30/9/2017,10,Birrarung Marr,4065
30/9/2017,11,Birrarung Marr,6645
30/9/2017,12,Birrarung Marr,5681
30/9/2017,13,Bourke Street Mall (North),2793
30/9/2017,14,Bourke Street Mall (North),2584
30/9/2017,15,Bourke Street Mall (North),2670
30/9/2017,16,Bourke Street Mall (North),2834
30/9/2017,17,Birrarung Marr,5447
30/9/2017,18,Birrarung Marr,7373
30/9/2017,19,Southbank,4198
30/9/2017,20,Southbank,3735
30/9/2017,21,Southbank,2745
1/10/2017,10,Southbank,1512
1/10/2017,11,Southbank,2070
1/10/2017,12,Southbank,2561
1/10/2017,13,Vic Arts Centre,2926
1/10/2017,14,Town Hall (West),3478
1/10/2017,15,Town Hall (West),3148
1/10/2017,16,Southbank,3091
1/10/2017,17,Southbank,2979
1/10/2017,18,Southbank,2679
1/10/2017,19,Melbourne Central,2235
1/10/2017,20,Southbank,1971
1/10/2017,21,Southbank,1597
2/10/2017,10,Vic Arts Centre,1802
2/10/2017,11,Town Hall (West),2394
2/10/2017,12,Southbank,3456
2/10/2017,13,Town Hall (West),3878
2/10/2017,14,Town Hall (West),3417
2/10/2017,15,Town Hall (West),3272
2/10/2017,16,Spencer St-Collins St (North),3498
2/10/2017,17,Flinders St Station Underpass,4935
2/10/2017,18,Southbank,3517
2/10/2017,19,Melbourne Central,2448
2/10/2017,20,Melbourne Central,2036
2/10/2017,21,Melbourne Central,1496
3/10/2017,10,Spencer St-Collins St (North),1758
3/10/2017,11,Southbank,2265
3/10/2017,12,Southbank,3999
3/10/2017,13,Southbank,4390
3/10/2017,14,Bourke Street Mall (North),3338
3/10/2017,15,Bourke Street Mall (North),3266
3/10/2017,16,Spencer St-Collins St (North),3585
3/10/2017,17,Flinders St Station Underpass,5437
3/10/2017,18,Southbank,3825
3/10/2017,19,Southbank,2493
3/10/2017,20,Melbourne Central,2267
3/10/2017,21,Melbourne Central,1627
4/10/2017,10,Spencer St-Collins St (North),1769
4/10/2017,11,Bourke Street Mall (North),2245
4/10/2017,12,Southbank,4089
4/10/2017,13,Southbank,4411
4/10/2017,14,Town Hall (West),3575
4/10/2017,15,Town Hall (West),3554
4/10/2017,16,Flinders St Station Underpass,3495
4/10/2017,17,Flinders St Station Underpass,5392
4/10/2017,18,Southbank,4248
4/10/2017,19,Southbank,3090
4/10/2017,20,Melbourne Central,2583
4/10/2017,21,Southbank,2096
5/10/2017,10,Spencer St-Collins St (North),1789
5/10/2017,11,Town Hall (West),2199
5/10/2017,12,Southbank,3594
5/10/2017,13,Bourke Street Mall (North),3633
5/10/2017,14,Bourke Street Mall (North),3251
5/10/2017,15,Town Hall (West),3255
5/10/2017,16,Spencer St-Collins St (North),3429
5/10/2017,17,Flinders St Station Underpass,4950
5/10/2017,18,Southbank,3392
5/10/2017,19,Southbank,2400
5/10/2017,20,Melbourne Central,1935
5/10/2017,21,Melbourne Central,1622
6/10/2017,10,Spencer St-Collins St (North),1862
6/10/2017,11,Town Hall (West),2252
6/10/2017,12,Southbank,3829
6/10/2017,13,Southbank,3798
6/10/2017,14,Bourke Street Mall (North),3386
6/10/2017,15,Bourke Street Mall (North),3462
6/10/2017,16,Southbank,3647
6/10/2017,17,Flinders St Station Underpass,5013
6/10/2017,18,Southbank,4146
6/10/2017,19,Southbank,3287
6/10/2017,20,Southbank,2934
6/10/2017,21,Southbank,2592
7/10/2017,10,Southbank,1649
7/10/2017,11,Southbank,2393
7/10/2017,12,Bourke Street Mall (North),2909
7/10/2017,13,Bourke Street Mall (North),3370
7/10/2017,14,Southbank,3532
7/10/2017,15,Bourke Street Mall (North),3894
7/10/2017,16,Bourke Street Mall (North),3972
7/10/2017,17,Southbank,4146
7/10/2017,18,Southbank,4298
7/10/2017,19,Southbank,4365
7/10/2017,20,Southbank,3998
7/10/2017,21,Southbank,2924
8/10/2017,10,Southbank,1733
8/10/2017,11,Southbank,2427
8/10/2017,12,Southbank,2921
8/10/2017,13,Southbank,3108
8/10/2017,14,Bourke Street Mall (North),3311
8/10/2017,15,Bourke Street Mall (North),3451
8/10/2017,16,Southbank,3310
8/10/2017,17,Southbank,3090
8/10/2017,18,Southbank,2722
8/10/2017,19,Southbank,2377
8/10/2017,20,Melbourne Central,1788
8/10/2017,21,Melbourne Central,1321
9/10/2017,10,Spencer St-Collins St (North),1530
9/10/2017,11,Bourke Street Mall (North),1785
9/10/2017,12,Southbank,3255
9/10/2017,13,Town Hall (West),3198
9/10/2017,14,Bourke Street Mall (North),2647
9/10/2017,15,Town Hall (West),2518
9/10/2017,16,Spencer St-Collins St (North),3479
9/10/2017,17,Flinders St Station Underpass,4904
9/10/2017,18,Flinders St Station Underpass,2905
9/10/2017,19,Melbourne Central,2096
9/10/2017,20,Melbourne Central,1813
9/10/2017,21,Melbourne Central,1292
10/10/2017,10,Spencer St-Collins St (North),1843
10/10/2017,11,Melbourne Central,2011
10/10/2017,12,Southbank,3744
10/10/2017,13,Southbank,4040
10/10/2017,14,Bourke Street Mall (North),2798
10/10/2017,15,Bourke Street Mall (North),2672
10/10/2017,16,Spencer St-Collins St (North),3540
10/10/2017,17,Flinders St Station Underpass,5052
10/10/2017,18,Southbank,3553
10/10/2017,19,Southbank,2389
10/10/2017,20,Melbourne Central,2089
10/10/2017,21,Melbourne Central,1547
11/10/2017,10,Spencer St-Collins St (North),1766
11/10/2017,11,Town Hall (West),2103
11/10/2017,12,Bourke Street Mall (North),2981
11/10/2017,13,Bourke Street Mall (North),3692
11/10/2017,14,Bourke Street Mall (North),2921
11/10/2017,15,Town Hall (West),2759
11/10/2017,16,Spencer St-Collins St (North),3668
11/10/2017,17,Spencer St-Collins St (North),5102
11/10/2017,18,Spencer St-Collins St (North),2970
11/10/2017,19,Melbourne Central,2051
11/10/2017,20,Melbourne Central,1785
11/10/2017,21,Melbourne Central,1284
12/10/2017,10,Spencer St-Collins St (North),1811
12/10/2017,11,Bourke Street Mall (North),1974
12/10/2017,12,Southbank,3361
12/10/2017,13,Town Hall (West),3565
12/10/2017,14,Town Hall (West),2967
12/10/2017,15,Town Hall (West),2696
12/10/2017,16,Spencer St-Collins St (North),3729
12/10/2017,17,Flinders St Station Underpass,4939
12/10/2017,18,Southbank,3085
12/10/2017,19,Melbourne Central,2399
12/10/2017,20,Melbourne Central,2134
12/10/2017,21,Melbourne Central,1991
13/10/2017,10,Spencer St-Collins St (North),1766
13/10/2017,11,Town Hall (West),2152
13/10/2017,12,Bourke Street Mall (North),3255
13/10/2017,13,Town Hall (West),3560
13/10/2017,14,Town Hall (West),3035
13/10/2017,15,Town Hall (West),3027
13/10/2017,16,Spencer St-Collins St (North),3587
13/10/2017,17,Flinders St Station Underpass,4832
13/10/2017,18,Southbank,3728
13/10/2017,19,Southbank,3420
13/10/2017,20,Southbank,2719
13/10/2017,21,Melbourne Central,2514
14/10/2017,10,Southbank,1796
14/10/2017,11,Southbank,2590
14/10/2017,12,Bourke Street Mall (North),2973
14/10/2017,13,Southbank,3736
14/10/2017,14,Southbank,4072
14/10/2017,15,Southbank,4274
14/10/2017,16,Southbank,4650
14/10/2017,17,Southbank,4688
14/10/2017,18,Southbank,4415
14/10/2017,19,Southbank,4071
14/10/2017,20,Southbank,4132
14/10/2017,21,Southbank,3460
15/10/2017,10,Birrarung Marr,4206
15/10/2017,11,Southbank,3212
15/10/2017,12,Southbank,3952
15/10/2017,13,Southbank,4134
15/10/2017,14,Southbank,4115
15/10/2017,15,Southbank,4014
15/10/2017,16,Southbank,3589
15/10/2017,17,Southbank,3279
15/10/2017,18,Southbank,2775
15/10/2017,19,Southbank,2200
15/10/2017,20,Southbank,1834
15/10/2017,21,Melbourne Central,1559
16/10/2017,10,Spencer St-Collins St (North),1767
16/10/2017,11,Bourke Street Mall (North),2118
16/10/2017,12,Southbank,3819
16/10/2017,13,Bourke Street Mall (North),3921
16/10/2017,14,Bourke Street Mall (North),3026
16/10/2017,15,Bourke Street Mall (North),2795
16/10/2017,16,Spencer St-Collins St (North),3571
16/10/2017,17,Flinders St Station Underpass,5513
16/10/2017,18,Southbank,3285
16/10/2017,19,Southbank,2145
16/10/2017,20,Southbank,1893
16/10/2017,21,Melbourne Central,1416
17/10/2017,10,Bourke Street Mall (North),1785
17/10/2017,11,Bourke Street Mall (North),2008
17/10/2017,12,Southbank,3866
17/10/2017,13,Southbank,4010
17/10/2017,14,Town Hall (West),2817
17/10/2017,15,Bourke Street Mall (North),2776
17/10/2017,16,Spencer St-Collins St (North),3512
17/10/2017,17,Flinders St Station Underpass,5264
17/10/2017,18,Southbank,3794
17/10/2017,19,Southbank,2709
17/10/2017,20,Melbourne Central,2088
17/10/2017,21,Southbank,1821
18/10/2017,10,Spencer St-Collins St (North),1847
18/10/2017,11,Bourke Street Mall (North),2171
18/10/2017,12,Southbank,3605
18/10/2017,13,Bourke Street Mall (North),3823
18/10/2017,14,Town Hall (West),2823
18/10/2017,15,Bourke Street Mall (North),2804
18/10/2017,16,Spencer St-Collins St (North),3578
18/10/2017,17,Flinders St Station Underpass,5450
18/10/2017,18,Southbank,3869
18/10/2017,19,Southbank,2892
18/10/2017,20,Southbank,2293
18/10/2017,21,Southbank,1830
19/10/2017,10,Spencer St-Collins St (North),1675
19/10/2017,11,Town Hall (West),1868
19/10/2017,12,Bourke Street Mall (North),2955
19/10/2017,13,Bourke Street Mall (North),3444
19/10/2017,14,Town Hall (West),2664
19/10/2017,15,Town Hall (West),2725
19/10/2017,16,Spencer St-Collins St (North),3679
19/10/2017,17,Flinders St Station Underpass,4975
19/10/2017,18,Southbank,2923
19/10/2017,19,Southbank,1982
19/10/2017,20,Melbourne Central,1757
19/10/2017,21,Melbourne Central,1686
20/10/2017,10,Town Hall (West),1737
20/10/2017,11,Town Hall (West),2124
20/10/2017,12,Southbank,3766
20/10/2017,13,Southbank,3794
20/10/2017,14,Bourke Street Mall (North),3102
20/10/2017,15,Bourke Street Mall (North),3115
20/10/2017,16,Spencer St-Collins St (North),3604
20/10/2017,17,Flinders St Station Underpass,5107
20/10/2017,18,Southbank,4227
20/10/2017,19,Vic Arts Centre,3271
20/10/2017,20,Melbourne Central,2788
20/10/2017,21,Vic Arts Centre,2625
21/10/2017,10,Southbank,1575
21/10/2017,11,Town Hall (West),2112
21/10/2017,12,Vic Arts Centre,2762
21/10/2017,13,Vic Arts Centre,3220
21/10/2017,14,Town Hall (West),3283
21/10/2017,15,Town Hall (West),3272
21/10/2017,16,Bourke Street Mall (South),3057
21/10/2017,17,Southbank,3140
21/10/2017,18,Southbank,3205
21/10/2017,19,Southbank,2828
21/10/2017,20,Southbank,2698
21/10/2017,21,Southbank,2225
22/10/2017,10,Vic Arts Centre,1849
22/10/2017,11,Vic Arts Centre,2562
22/10/2017,12,Vic Arts Centre,2913
22/10/2017,13,Vic Arts Centre,3601
22/10/2017,14,Vic Arts Centre,3107
22/10/2017,15,Bourke Street Mall (North),2823
22/10/2017,16,Vic Arts Centre,2898
22/10/2017,17,Southbank,2394
22/10/2017,18,Southbank,2136
22/10/2017,19,Melbourne Central,2025
22/10/2017,20,Melbourne Central,1898
22/10/2017,21,Melbourne Central,1230
23/10/2017,10,Spencer St-Collins St (North),1815
23/10/2017,11,Town Hall (West),2105
23/10/2017,12,Southbank,3621
23/10/2017,13,Southbank,3595
23/10/2017,14,Town Hall (West),2778
23/10/2017,15,Flinders St-Elizabeth St (East),2900
23/10/2017,16,Spencer St-Collins St (North),3515
23/10/2017,17,Flinders St Station Underpass,5234
23/10/2017,18,Southbank,3393
23/10/2017,19,Flinders St-Elizabeth St (East),2199
23/10/2017,20,Southbank,1840
23/10/2017,21,Southbank,1403
24/10/2017,10,Flinders St-Elizabeth St (East),1691
24/10/2017,11,Town Hall (West),2161
24/10/2017,12,Southbank,3441
24/10/2017,13,Southbank,3401
24/10/2017,14,Town Hall (West),2796
24/10/2017,15,Town Hall (West),2609
24/10/2017,16,Spencer St-Collins St (North),3666
24/10/2017,17,Flinders St Station Underpass,5341
24/10/2017,18,Southbank,3203
24/10/2017,19,Melbourne Central,2068
24/10/2017,20,Melbourne Central,1635
24/10/2017,21,Melbourne Central,1116
25/10/2017,10,Spencer St-Collins St (North),1870
25/10/2017,11,Town Hall (West),2185
25/10/2017,12,Bourke Street Mall (North),3314
25/10/2017,13,Town Hall (West),3333
25/10/2017,14,Town Hall (West),2879
25/10/2017,15,Town Hall (West),2728
25/10/2017,16,Spencer St-Collins St (North),3720
25/10/2017,17,Spencer St-Collins St (North),4978
25/10/2017,18,Southbank,3192
25/10/2017,19,Melbourne Central,2207
25/10/2017,20,Southbank,1836
25/10/2017,21,Melbourne Central,1493
26/10/2017,10,Collins Place (South),2420
26/10/2017,11,Town Hall (West),2080
26/10/2017,12,Southbank,3303
26/10/2017,13,Southbank,3348
26/10/2017,14,Town Hall (West),3051
26/10/2017,15,Town Hall (West),2824
26/10/2017,16,Spencer St-Collins St (North),3826
26/10/2017,17,Flinders St Station Underpass,5220
26/10/2017,18,Southbank,3170
26/10/2017,19,Flinders St-Elizabeth St (East),2347
26/10/2017,20,Melbourne Central,2020
26/10/2017,21,Melbourne Central,1926
27/10/2017,10,Flinders St-Elizabeth St (East),2172
27/10/2017,11,Southbank,2550
27/10/2017,12,Southbank,4511
27/10/2017,13,Southbank,4468
27/10/2017,14,Bourke Street Mall (North),3312
27/10/2017,15,Bourke Street Mall (North),3217
27/10/2017,16,Flinders St Station Underpass,3923
27/10/2017,17,Flinders St Station Underpass,5663
27/10/2017,18,Southbank,4679
27/10/2017,19,Southbank,4071
27/10/2017,20,Southbank,3534
27/10/2017,21,Southbank,2965
28/10/2017,10,Convention/Exhibition Centre,2916
28/10/2017,11,Southbank,2248
28/10/2017,12,Vic Arts Centre,2716
28/10/2017,13,Vic Arts Centre,3295
28/10/2017,14,Town Hall (West),3002
28/10/2017,15,Bourke Street Mall (North),3310
28/10/2017,16,Bourke Street Mall (North),3546
28/10/2017,17,Southbank,3428
28/10/2017,18,Southbank,3887
28/10/2017,19,Southbank,3868
28/10/2017,20,Southbank,3383
28/10/2017,21,Southbank,2850
29/10/2017,10,Convention/Exhibition Centre,2462
29/10/2017,11,Southbank,2955
29/10/2017,12,Southbank,3278
29/10/2017,13,Southbank,3418
29/10/2017,14,Southbank,3487
29/10/2017,15,Southbank,3255
29/10/2017,16,Southbank,2968
29/10/2017,17,Southbank,2862
29/10/2017,18,Convention/Exhibition Centre,2981
29/10/2017,19,Southbank,2479
29/10/2017,20,Southbank,2133
29/10/2017,21,Flinders St-Elizabeth St (East),1364
30/10/2017,10,Spencer St-Collins St (North),1869
30/10/2017,11,Town Hall (West),2190
30/10/2017,12,Southbank,3220
30/10/2017,13,Town Hall (West),2877
30/10/2017,14,Town Hall (West),2484
30/10/2017,15,Flinders St-Elizabeth St (East),2753
30/10/2017,16,Spencer St-Collins St (North),3442
30/10/2017,17,Flinders St Station Underpass,5170
30/10/2017,18,Spencer St-Collins St (North),2933
30/10/2017,19,Flinders St-Elizabeth St (East),1928
30/10/2017,20,Flinders St-Elizabeth St (East),1334
30/10/2017,21,Melbourne Central,1144
31/10/2017,10,Flinders St-Elizabeth St (East),1640
31/10/2017,11,Town Hall (West),2078
31/10/2017,12,Southbank,3474
31/10/2017,13,Southbank,3426
31/10/2017,14,Town Hall (West),2677
31/10/2017,15,Flinders St-Elizabeth St (East),2843
31/10/2017,16,Spencer St-Collins St (North),3700
31/10/2017,17,Flinders St Station Underpass,5059
31/10/2017,18,Flinders St-Elizabeth St (East),3160
31/10/2017,19,Melbourne Central,2245
31/10/2017,20,Melbourne Central,2033
31/10/2017,21,Melbourne Central,1659
1/11/2017,10,Princes Bridge,2048
1/11/2017,11,Vic Arts Centre,2121
1/11/2017,12,Southbank,3332
1/11/2017,13,Town Hall (West),3319
1/11/2017,14,Town Hall (West),2722
1/11/2017,15,Princes Bridge,2914
1/11/2017,16,Spencer St-Collins St (North),3654
1/11/2017,17,Flinders St Station Underpass,5106
1/11/2017,18,Southbank,3102
1/11/2017,19,Melbourne Central,2170
1/11/2017,20,Melbourne Central,1918
1/11/2017,21,Melbourne Central,1414
2/11/2017,10,Spencer St-Collins St (North),1633
2/11/2017,11,Town Hall (West),2015
2/11/2017,12,Southbank,3397
2/11/2017,13,Town Hall (West),3277
2/11/2017,14,Town Hall (West),2803
2/11/2017,15,Flinders St-Elizabeth St (East),2807
2/11/2017,16,Spencer St-Collins St (North),3547
2/11/2017,17,Flinders St Station Underpass,5355
2/11/2017,18,Southbank,3442
2/11/2017,19,Vic Arts Centre,2581
2/11/2017,20,Town Hall (West),1971
2/11/2017,21,Melbourne Central,1739
3/11/2017,10,Princes Bridge,2183
3/11/2017,11,Town Hall (West),2397
3/11/2017,12,Southbank,3567
3/11/2017,13,Town Hall (West),3546
3/11/2017,14,Town Hall (West),3064
3/11/2017,15,Town Hall (West),3042
3/11/2017,16,Flinders St Station Underpass,3654
3/11/2017,17,Flinders St Station Underpass,4923
3/11/2017,18,Bourke Street Mall (North),3619
3/11/2017,19,Vic Arts Centre,2843
3/11/2017,20,Melbourne Central,2266
3/11/2017,21,Melbourne Central,2276
4/11/2017,10,Princes Bridge,1691
4/11/2017,11,Princes Bridge,2824
4/11/2017,12,Town Hall (West),2742
4/11/2017,13,Vic Arts Centre,3945
4/11/2017,14,Town Hall (West),3241
4/11/2017,15,Town Hall (West),4222
4/11/2017,16,Princes Bridge,4580
4/11/2017,17,Town Hall (West),4156
4/11/2017,18,Southbank,4025
4/11/2017,19,Southbank,3627
4/11/2017,20,Southbank,3556
4/11/2017,21,Southbank,2562
5/11/2017,10,Southbank,2064
5/11/2017,11,Princes Bridge,3105
5/11/2017,12,Southbank,3088
5/11/2017,13,Princes Bridge,3349
5/11/2017,14,Princes Bridge,4025
5/11/2017,15,Southbank,3887
5/11/2017,16,Southbank,3950
5/11/2017,17,Southbank,3457
5/11/2017,18,Southbank,3138
5/11/2017,19,Southbank,2546
5/11/2017,20,Southbank,2075
5/11/2017,21,Southbank,1508
6/11/2017,10,Princes Bridge,3842
6/11/2017,11,Princes Bridge,4366
6/11/2017,12,Bourke Street Mall (South),5948
6/11/2017,13,Town Hall (West),4731
6/11/2017,14,Bourke Street Mall (North),3693
6/11/2017,15,Southbank,3608
6/11/2017,16,Southbank,3763
6/11/2017,17,Flinders St-Elizabeth St (East),4367
6/11/2017,18,Southbank,3259
6/11/2017,19,Southbank,2689
6/11/2017,20,Melbourne Central,2163
6/11/2017,21,Melbourne Central,1696
7/11/2017,10,Princes Bridge,1658
7/11/2017,11,Princes Bridge,2224
7/11/2017,12,Princes Bridge,2414
7/11/2017,13,Princes Bridge,2328
7/11/2017,14,Town Hall (West),2388
7/11/2017,15,Southbank,2474
7/11/2017,16,Southbank,2641
7/11/2017,17,Southbank,3104
7/11/2017,18,Southbank,3210
7/11/2017,19,Southbank,2764
7/11/2017,20,Southbank,2108
7/11/2017,21,Melbourne Central,1395
8/11/2017,10,Southbank,2211
8/11/2017,11,Town Hall (West),2613
8/11/2017,12,Southbank,3956
8/11/2017,13,Southbank,4138
8/11/2017,14,Bourke Street Mall (North),3150
8/11/2017,15,Flinders St-Elizabeth St (East),3163
8/11/2017,16,Spencer St-Collins St (North),3592
8/11/2017,17,Flinders St Station Underpass,5448
8/11/2017,18,Southbank,3803
8/11/2017,19,Flinders St-Elizabeth St (East),2562
8/11/2017,20,Princes Bridge,2219
8/11/2017,21,Flinders St-Elizabeth St (East),1579
9/11/2017,10,Spencer St-Collins St (North),1972
9/11/2017,11,Town Hall (West),2260
9/11/2017,12,Southbank,3993
9/11/2017,13,Southbank,3789
9/11/2017,14,Town Hall (West),2968
9/11/2017,15,Bourke Street Mall (North),2942
9/11/2017,16,Spencer St-Collins St (North),3622
9/11/2017,17,Flinders St Station Underpass,5424
9/11/2017,18,Southbank,3894
9/11/2017,19,Southbank,3163
9/11/2017,20,Southbank,2707
9/11/2017,21,Melbourne Central,1971
10/11/2017,10,Flinders St-Elizabeth St (East),1882
10/11/2017,11,Town Hall (West),2467
10/11/2017,12,Southbank,3902
10/11/2017,13,Southbank,4211
10/11/2017,14,Town Hall (West),3263
10/11/2017,15,Town Hall (West),3107
10/11/2017,16,Southbank,3669
10/11/2017,17,Flinders St Station Underpass,5435
10/11/2017,18,Southbank,4587
10/11/2017,19,Southbank,3757
10/11/2017,20,Southbank,3301
10/11/2017,21,Southbank,3180
11/11/2017,10,Southbank,1899
11/11/2017,11,Bourke Street Mall (North),2388
11/11/2017,12,Bourke Street Mall (North),3050
11/11/2017,13,Bourke Street Mall (North),3330
11/11/2017,14,Bourke Street Mall (North),3541
11/11/2017,15,Bourke Street Mall (North),3571
11/11/2017,16,Bourke Street Mall (North),3653
11/11/2017,17,Southbank,3493
11/11/2017,18,Birrarung Marr,4220
11/11/2017,19,Birrarung Marr,4598
11/11/2017,20,Southbank,4514
11/11/2017,21,Southbank,3765
12/11/2017,10,Southbank,1632
12/11/2017,11,Southbank,2319
12/11/2017,12,Southbank,2802
12/11/2017,13,Bourke Street Mall (North),3200
12/11/2017,14,Southbank,3317
12/11/2017,15,Bourke Street Mall (North),3388
12/11/2017,16,Bourke Street Mall (North),3505
12/11/2017,17,Bourke Street Mall (North),2942
12/11/2017,18,Birrarung Marr,3027
12/11/2017,19,Birrarung Marr,2789
12/11/2017,20,Birrarung Marr,2480
12/11/2017,21,Southbank,1950
13/11/2017,10,Flinders St-Elizabeth St (East),1856
13/11/2017,11,Bourke Street Mall (North),2438
13/11/2017,12,Bourke Street Mall (North),3705
13/11/2017,13,Bourke Street Mall (North),3887
13/11/2017,14,Bourke Street Mall (North),3220
13/11/2017,15,Bourke Street Mall (North),3185
13/11/2017,16,Spencer St-Collins St (North),3475
13/11/2017,17,Flinders St Station Underpass,5365
13/11/2017,18,Southbank,3554
13/11/2017,19,Southbank,2511
13/11/2017,20,Southbank,2473
13/11/2017,21,Southbank,2212
14/11/2017,10,Flinders St-Elizabeth St (East),1939
14/11/2017,11,Bourke Street Mall (North),2229
14/11/2017,12,Southbank,3431
14/11/2017,13,Bourke Street Mall (North),3776
14/11/2017,14,Bourke Street Mall (North),3071
14/11/2017,15,Bourke Street Mall (North),2919
14/11/2017,16,Spencer St-Collins St (North),3548
14/11/2017,17,Flinders St Station Underpass,5684
14/11/2017,18,Southbank,3612
14/11/2017,19,Southbank,2839
14/11/2017,20,Southbank,2456
14/11/2017,21,Southbank,2167
15/11/2017,10,State Library,2806
15/11/2017,11,Town Hall (West),2318
15/11/2017,12,Southbank,3234
15/11/2017,13,Town Hall (West),3374
15/11/2017,14,Town Hall (West),2939
15/11/2017,15,Town Hall (West),2651
15/11/2017,16,Spencer St-Collins St (North),3419
15/11/2017,17,Flinders St Station Underpass,5476
15/11/2017,18,Southbank,3347
15/11/2017,19,Southbank,2532
15/11/2017,20,Melbourne Central,2161
15/11/2017,21,Princes Bridge,1769
16/11/2017,10,Spencer St-Collins St (North),1903
16/11/2017,11,Town Hall (West),2192
16/11/2017,12,Bourke Street Mall (North),2818
16/11/2017,13,Bourke Street Mall (North),3390
16/11/2017,14,Bourke Street Mall (North),3046
16/11/2017,15,Bourke Street Mall (North),3070
16/11/2017,16,Spencer St-Collins St (North),3665
16/11/2017,17,Flinders St Station Underpass,5420
16/11/2017,18,Southbank,3374
16/11/2017,19,Bourke Street Mall (North),2448
16/11/2017,20,Melbourne Central,2082
16/11/2017,21,Melbourne Central,2141
17/11/2017,10,Southbank,2051
17/11/2017,11,Town Hall (West),2542
17/11/2017,12,Southbank,3838
17/11/2017,13,Bourke Street Mall (South),3913
17/11/2017,14,Town Hall (West),3288
17/11/2017,15,Town Hall (West),3241
17/11/2017,16,Flinders St Station Underpass,3776
17/11/2017,17,Flinders St Station Underpass,5429
17/11/2017,18,Town Hall (West),4818
17/11/2017,19,Southbank,4288
17/11/2017,20,Southbank,3595
17/11/2017,21,Southbank,3337
18/11/2017,10,Bourke Street Mall (North),3144
18/11/2017,11,Bourke Street Mall (North),3875
18/11/2017,12,Bourke Street Mall (North),4388
18/11/2017,13,Bourke Street Mall (North),4389
18/11/2017,14,Bourke Street Mall (North),4395
18/11/2017,15,Bourke Street Mall (North),3449
18/11/2017,16,Bourke Street Mall (North),2387
18/11/2017,17,Princes Bridge,2779
18/11/2017,18,Bourke Street Mall (North),2352
18/11/2017,19,Southbank,2995
18/11/2017,20,Southbank,3142
18/11/2017,21,Southbank,2752
19/11/2017,10,Southbank,2504
19/11/2017,11,Southbank,3215
19/11/2017,12,Southbank,3290
19/11/2017,13,Southbank,3889
19/11/2017,14,Southbank,3658
19/11/2017,15,Southbank,3428
19/11/2017,16,Southbank,3581
19/11/2017,17,Southbank,3198
19/11/2017,18,Birrarung Marr,4300
19/11/2017,19,Birrarung Marr,3309
19/11/2017,20,Southbank,2949
19/11/2017,21,Southbank,2675
20/11/2017,10,Flinders St-Elizabeth St (East),1960
20/11/2017,11,Town Hall (West),2236
20/11/2017,12,Bourke Street Mall (South),3739
20/11/2017,13,Bourke Street Mall (South),3762
20/11/2017,14,Town Hall (West),3061
20/11/2017,15,Town Hall (West),2882
20/11/2017,16,Spencer St-Collins St (North),3744
20/11/2017,17,Flinders St Station Underpass,5479
20/11/2017,18,Southbank,3762
20/11/2017,19,Birrarung Marr,3022
20/11/2017,20,Birrarung Marr,2696
20/11/2017,21,Southbank,1977
21/11/2017,10,Southbank,2490
21/11/2017,11,Bourke Street Mall (North),2538
21/11/2017,12,Bourke Street Mall (North),3963
21/11/2017,13,Bourke Street Mall (North),4193
21/11/2017,14,Bourke Street Mall (North),3347
21/11/2017,15,Bourke Street Mall (North),3072
21/11/2017,16,Spencer St-Collins St (North),3624
21/11/2017,17,Flinders St Station Underpass,5559
21/11/2017,18,Birrarung Marr,3636
21/11/2017,19,Birrarung Marr,3358
21/11/2017,20,Birrarung Marr,2857
21/11/2017,21,Birrarung Marr,2645
22/11/2017,10,Flinders St-Elizabeth St (East),1891
22/11/2017,11,Bourke Street Mall (North),2459
22/11/2017,12,Bourke Street Mall (North),3765
22/11/2017,13,Bourke Street Mall (North),4001
22/11/2017,14,Bourke Street Mall (North),3156
22/11/2017,15,Bourke Street Mall (North),2918
22/11/2017,16,Spencer St-Collins St (North),3667
